ID,Drug,Name,Smile,Description
1421,DB12026,Voxilaprevir,CC[C@@H]1[C@@H]2CN([C@@H]1C(=O)N[C@@]1(C[C@H]1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1)C(=O)[C@@H](NC(=O)O[C@@H]1C[C@H]1CCCCC(F)(F)C1=C(O2)N=C2C=C(OC)C=CC2=N1)C(C)(C)C,"Voxilaprevir (DB12026) is a direct-acting antiviral for hepatitis C virus and is chemically a complex, lipophilic peptidomimetic NS3/4A protease inhibitor built around a conformationally constrained macrocyclic scaffold with multiple fused or linked heterocyclic and carbamate/amide functionalities, designed to mimic protease substrate geometry while improving potency against resistant variants; thus, its chemical category is a macrocyclic antiviral protease inhibitor and its scaffold is closely related to the ketoamide-derived, macrocycle-rich HCV NS3/4A inhibitor chemotype seen in agents such as grazoprevir, glecaprevir, simeprevir, paritaprevir, and voxilaprevir’s broader class analogs. Its principal target is the HCV NS3/4A serine protease, whose inhibition blocks viral polyprotein cleavage and replication across multiple genotypes. Clinically, voxilaprevir is used in combination therapy, most notably with sofosbuvir and velpatasvir, for chronic hepatitis C infection including genotype-diverse disease and salvage treatment in patients previously exposed to NS5A inhibitor-containing regimens. Pharmacokinetically, it is orally absorbed, reaches peak concentrations within hours, is highly protein bound, has limited distribution outside plasma, undergoes predominantly hepatic metabolism with minor CYP-mediated biotransformation, and is eliminated mainly via biliary/fecal excretion with minimal renal clearance, making hepatic function more clinically relevant than kidney function. Toxicity is generally dominated by hepatobiliary risk, including transaminase elevations and increased exposure in moderate to severe hepatic impairment, with examples of worsened liver-related adverse outcomes in advanced liver disease; common side effects in combination regimens include headache, fatigue, diarrhea, and nausea. Overall, its clinical usage centers on resistant or previously treated HCV infection where potent NS3/4A inhibition complements nucleotide and NS5A inhibitors to improve sustained virologic response."
1422,DB12035,Sarecycline,[H][C@@]12CC3=C(CN(C)OC)C=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,"Sarecycline (DB12035) is a third-generation, narrow-spectrum tetracycline-class antibiotic built on the classic tetracyclic naphthacene carboxamide scaffold of tetracyclines, with a distinctive extended C7 side chain on the D ring that increases lipophilicity and helps differentiate it from older congeners; chemically it is an aminomethylcycline-related tetracycline derivative and is structurally and pharmacologically similar to doxycycline, minocycline, and tetracycline, while also showing conceptual similarity to other modern tetracycline-family agents such as omadacycline and eravacycline. Its primary target is the bacterial 30S ribosomal subunit, especially 16S rRNA within the decoding region, where it inhibits aminoacyl-tRNA accommodation and suppresses protein synthesis, with activity against Cutibacterium acnes and selected Gram-positive organisms. Orally administered sarecycline is absorbed systemically with peak concentrations reached within a few hours; food, especially dairy or multivalent cations, can reduce or delay absorption, distribution is moderate with protein binding typical of tetracyclines, metabolism is limited, and elimination occurs through both fecal and renal pathways with a terminal half-life supporting once-daily dosing. It is indicated primarily for inflammatory lesions of non-nodular moderate to severe acne vulgaris, for example facial and truncal acne in patients aged 9 years and older, and in practice is used as an oral acne-directed systemic antibiotic when topical therapy is inadequate. Adverse effects include nausea, vomiting, diarrhea, abdominal pain, vulvovaginal candidiasis, photosensitivity, and dizziness, while toxicities of concern include tetracycline-class tooth discoloration and enamel hypoplasia in developing teeth, inhibition of bone growth in children, pseudotumor cerebri, hypersensitivity, hepatotoxicity, and rare severe cutaneous or esophageal reactions."
1423,DB12070,Letermovir,COC1=CC=CC(=C1)N1CCN(CC1)C1=NC2=C(C=CC=C2F)[C@H](CC(O)=O)N1C1=CC(=CC=C1OC)C(F)(F)F,"Letermovir (DB12070) is a small-molecule anti-cytomegalovirus agent with a highly functionalized heteroaromatic structure characterized by a non-nucleoside 3,4-dihydroquinazoline-based core bearing multiple fluorinated aryl substituents and polar heterocyclic functionality, giving it a lipophilic but conformationally constrained architecture optimized for selective viral protein binding; chemically it is best categorized as a quinazoline-derived antiviral and its central scaffold is a substituted dihydroquinazoline/heterobiaryl framework rather than a nucleoside analog. It is most similar pharmacologically to other CMV antivirals such as ganciclovir, valganciclovir, foscarnet, cidofovir, and maribavir, although it is structurally distinct and notable for targeting the CMV terminase complex rather than viral DNA polymerase. Its principal known target is the CMV terminase subunit pUL56, with effects on the pUL51/pUL89-associated DNA processing-packaging machinery. Letermovir is indicated primarily for prophylaxis of cytomegalovirus infection and disease in CMV-seropositive adult allogeneic hematopoietic stem cell transplant recipients, and it is also used in high-risk transplant settings to prevent CMV viremia, CMV syndrome, and end-organ disease such as pneumonitis or gastrointestinal CMV. Pharmacokinetically, it is orally active and also available intravenously, reaches peak plasma concentrations within hours, is highly protein bound, undergoes limited oxidative metabolism with glucuronidation and transporter-mediated disposition, and is eliminated mainly via the feces with minimal renal clearance; exposure increases with cyclosporine because of OATP1B1/3 interactions. Toxicity is generally lower than with older anti-CMV drugs, lacking the prominent myelosuppression or nephrotoxicity typical of ganciclovir or foscarnet, but clinically important adverse effects include nausea, diarrhea, vomiting, peripheral edema, headache, fatigue, abdominal pain, and occasional atrial arrhythmias or hepatic enzyme elevations. In practice, it is used as CMV prophylaxis initiated early after transplant, often when avoidance of marrow suppression is especially desirable, with monitoring for drug interactions involving CYP3A and hepatic transporters."
1424,DB12107,Vaborbactam,OB1O[C@H](CC(O)=O)CC[C@@H]1NC(=O)CC1=CC=CS1,"Vaborbactam (DB12107) is a cyclic boronic acid beta-lactamase inhibitor whose structure is defined by a monocyclic boronate pharmacophore containing a boron-centered, tetrahedral transition-state mimic linked to a substituted carboxylated side chain, giving a compact, highly polar, non-beta-lactam architecture optimized for serine beta-lactamase binding. Chemically, it belongs to the boronic acid antibacterial adjuvant class, and its core scaffold is a cyclic boronate similar in concept to other boron-based beta-lactamase inhibitors such as taniborbactam, while functionally resembling diazabicyclooctane inhibitors like avibactam and relebactam despite a distinct scaffold. Its principal targets are bacterial class A and class C serine beta-lactamases, especially Klebsiella pneumoniae carbapenemase enzymes including KPC-2 and KPC-3, with activity also against some ESBLs and AmpC enzymes, but limited activity against metallo-beta-lactamases and many class D carbapenemases. Clinically it is used only in combination with meropenem for complicated urinary tract infection, including pyelonephritis, caused by susceptible Enterobacterales, particularly carbapenem-resistant KPC-producing strains. Pharmacokinetically, vaborbactam is administered intravenously, displays low protein binding, distributes mainly in extracellular fluid, achieves therapeutic urinary and plasma concentrations, undergoes minimal metabolism, and is eliminated predominantly unchanged by the kidney, so exposure rises in renal impairment and dose adjustment is required. Toxicity is generally consistent with combination beta-lactam therapy; important concerns include hypersensitivity reactions, infusion-related effects, renal function considerations, and risk of Clostridioides difficile-associated diarrhea, while common adverse effects include headache, phlebitis, diarrhea, and nausea. In practice, meropenem-vaborbactam is used for multidrug-resistant Gram-negative infections when restoration of carbapenem activity against KPC-producing Enterobacterales is desired."
1425,DB12130,Lorlatinib,C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2,"Lorlatinib (DrugBank DB12130) is a macrocyclic, small-molecule aminopyridine tyrosine kinase inhibitor designed to penetrate the central nervous system; structurally, it contains a compact heteroaryl-rich macrocycle with substituted pyridine/pyridazine-like ring elements and a fluorinated aryl motif that constrains conformation for potent kinase binding and brain exposure. It is classified as an antineoplastic kinase inhibitor, specifically a third-generation ALK/ROS1 inhibitor, and its core scaffold is a conformationally restricted macrocyclic aminopyridine framework. Similar drugs include other ALK inhibitors such as crizotinib, ceritinib, alectinib, brigatinib, and ensartinib, although lorlatinib was optimized to retain activity against many resistance mutations and CNS disease. Its principal targets are anaplastic lymphoma kinase (ALK) and ROS1 receptor tyrosine kinase, with inhibitory activity against multiple mutant ALK variants. Orally administered lorlatinib is well absorbed, reaches peak plasma concentrations within hours, is widely distributed including across the blood-brain barrier, is extensively metabolized mainly by CYP3A4 and UGT1A4, and is eliminated through both feces and urine predominantly as metabolites; exposure is altered by strong CYP3A modulators. Clinically, it is indicated for ALK-positive metastatic non-small cell lung cancer and is also used in ROS1-rearranged NSCLC in some settings, particularly after progression on prior TKIs or with brain metastases. Toxicities include hyperlipidemia, CNS effects such as cognitive or mood changes, peripheral neuropathy, edema, hepatotoxicity, and less commonly interstitial lung disease or atrioventricular block. Common adverse effects include increased cholesterol and triglycerides, weight gain, fatigue, diarrhea, arthralgia, speech effects, and edema, and clinical use often includes lipid monitoring, neuropsychiatric assessment, and management of drug-drug interactions."
1426,DB12131,Vinpocetine,[H][C@]12N3CCC[C@@]1(CC)C=C(N1C4=CC=CC=C4C(CC3)=C21)C(=O)OCC,"Vinpocetine (DB12131) is a semisynthetic ethyl ester derivative of the indole alkaloid apovincamine, characterized by a compact polycyclic eburnane/vinca-like framework containing an indole-fused bicyclic nitrogenous core and an ester substituent that increases lipophilicity and supports central nervous system penetration. Chemically it is classified as a synthetic vinca alkaloid-related cerebroactive alkaloid derivative, with an apovincamine or eburnamine scaffold; structurally and pharmacologically similar compounds include vincamine, apovincaminic acid derivatives, and more distantly other cerebral vasomodulators/nootropics such as nicergoline or nimodipine. Its pharmacology is linked mainly to inhibition of phosphodiesterase 1, modulation of voltage-gated sodium channels, and reduction of calcium-dependent neuronal injury, with reported effects on IKBKB/NF-kappaB signaling, cerebral blood flow, and neuroinflammation; PDE1A, PDE1B, and PDE1C are the most commonly cited target proteins. After oral administration, vinpocetine is absorbed reasonably well, undergoes first-pass hydrolysis to apovincaminic acid as a major circulating metabolite, is widely distributed including to brain, is metabolized primarily by ester cleavage and subsequent hepatic biotransformation, and is excreted mainly in urine with some fecal elimination. Toxicity is generally low at therapeutic doses but includes dose-related hypotension, tachycardia, gastrointestinal upset, dizziness, and headache; embryo-fetal toxicity and possible increased miscarriage risk have been reported, making use in pregnancy inappropriate. Adverse effects include flushing, dry mouth, insomnia, nausea, and blood pressure changes. Clinically, it has been used in some countries for cerebrovascular insufficiency, cognitive impairment, post-stroke deficits, vertigo, tinnitus, and vascular dementia symptoms, although evidence quality and regulatory acceptance vary."
1427,DB12147,Erdafitinib,COC1=CC(=CC(OC)=C1)N(CCNC(C)C)C1=CC=C2N=CC(=NC2=C1)C1=CN(C)N=C1,"Erdafitinib (DrugBank DB12147) is a small-molecule, orally active fibroblast growth factor receptor inhibitor built on a heteroaromatic kinase-inhibitor framework featuring a chlorinated azaindole-like core linked to substituted aromatic and alkoxy side groups that support ATP-pocket binding; chemically it is best categorized as a targeted antineoplastic tyrosine kinase inhibitor, and its scaffold is consistent with compact fused nitrogen-containing bicyclic kinase-binding motifs seen in FGFR-directed agents. Closely related or mechanistically similar drugs include pemigatinib, infigratinib, futibatinib, derazantinib, and broader multikinase FGFR-active inhibitors such as ponatinib. Its principal targets are FGFR1, FGFR2, FGFR3, and FGFR4, with greatest clinical relevance in tumors harboring FGFR2 or FGFR3 activating mutations or fusions. Erdafitinib is indicated primarily for locally advanced or metastatic urothelial carcinoma with susceptible FGFR3 or FGFR2 alterations after prior platinum-based therapy, and it has also been explored in FGFR-altered cholangiocarcinoma and other solid tumors. Pharmacokinetically, it is well absorbed orally, reaches steady state within about two weeks, is highly protein bound, distributes systemically, undergoes hepatic metabolism mainly via CYP2C9 and CYP3A4, and is eliminated through both feces and urine, with a terminal half-life on the order of tens of hours allowing once-daily dosing. Toxicities reflect on-target FGFR inhibition and include hyperphosphatemia, central serous retinopathy or retinal pigment epithelial detachment, stomatitis, nail and skin toxicity, diarrhea, dry mouth, and hand-foot syndrome; serious examples include ocular toxicity, severe electrolyte disturbances, and embryo-fetal harm. In clinical use, serum phosphate-guided dose escalation and ophthalmologic monitoring are characteristic features of therapy."
1428,DB12161,Deutetrabenazine,[2H]C([2H])([2H])OC1=CC2=C(C=C1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,"Deutetrabenazine (DB12161) is a deuterium-substituted benzoquinolizine derivative structurally derived from tetrabenazine, retaining the reserpine-like tetrahydroisoquinoline/benzo[a]quinolizine scaffold with methoxy-substituted aromatic functionality and strategically incorporated deuterium at metabolically labile positions to slow biotransformation; chemically it is classified as a vesicular monoamine transporter inhibitor within the monoamine-depleting tetrabenazine analog class, and its closest similar drugs include tetrabenazine itself and valbenazine, as well as the VMAT inhibitor reserpine as a more distant mechanistic analogue. Its principal pharmacologic target is vesicular monoamine transporter 2 encoded by SLC18A2, with therapeutic activity mediated largely by active reduced metabolites that reversibly inhibit VMAT2 and thereby reduce presynaptic packaging of dopamine, and to a lesser extent other monoamines. After oral administration, deutetrabenazine is well absorbed and rapidly converted by carbonyl reductase to active alpha- and beta-dihydrometabolites; deuteration prolongs metabolite half-life and reduces peak-trough fluctuation relative to tetrabenazine, while subsequent metabolism depends importantly on CYP2D6, with wide distribution and mainly urinary excretion of metabolites after hepatic clearance. Clinically it is indicated for chorea associated with Huntington disease and tardive dyskinesia, for example involuntary facial, lingual, truncal, or limb movements. Toxicity is dominated by excessive monoamine depletion and exposure-related CNS effects, including somnolence, parkinsonism, akathisia, depression, suicidality risk in Huntington disease, QT prolongation, and potential neuroleptic malignant syndrome; adverse effects commonly include sedation, fatigue, diarrhea, dry mouth, insomnia, anxiety, and balance disturbance. In practice it is used as a dose-titrated oral symptomatic therapy, with CYP2D6 status, concomitant strong CYP2D6 inhibitors, hepatic impairment, and psychiatric history informing safe use."
1429,DB12184,Gepirone,CC1(C)CC(=O)N(CCCCN2CCN(CC2)C2=NC=CC=N2)C(=O)C1,"Gepirone (DB12184) is an azapirone anxiolytic/antidepressant structurally characterized as an arylpiperazine with a piperazine core linked through an alkyl spacer to a cyclic imide/lactam-like heterocycle, placing it in the serotonin receptor ligand class and giving it the classic buspirone-like arylpiperazine scaffold seen in related compounds such as buspirone, tandospirone, and ipsapirone. Pharmacologically, it acts primarily as a partial agonist at the serotonin 5-HT1A receptor, with much lower affinity at other serotonergic and dopaminergic sites than older azapirones; the principal target protein is HTR1A, while off-target interactions may include other serotonin receptor subtypes and limited binding to dopamine D2-family receptors. It has been developed mainly for major depressive disorder and anxiety-spectrum symptoms, including psychic anxiety, tension, and anxious depression. After oral administration, gepirone is absorbed from the gastrointestinal tract but undergoes substantial first-pass hepatic metabolism, producing active metabolites including 1-(2-pyrimidinyl)piperazine; distribution is expected to be moderate with central nervous system penetration, metabolism occurs largely via CYP3A4-mediated oxidative biotransformation, and elimination is primarily renal as metabolites with some fecal excretion. Adverse effects are broadly consistent with serotonergic azapirones and include dizziness, nausea, headache, somnolence, insomnia, dry mouth, asthenia, and gastrointestinal upset. Toxicity is generally lower than that of benzodiazepines with less abuse liability and minimal respiratory depression, but overdose or drug interactions may increase CNS effects, orthostasis, or serotonin-related adverse reactions. Clinically, gepirone has been used as an oral non-benzodiazepine option for depressive illness with prominent anxiety and for patients in whom sedation, dependence, or cognitive impairment are undesirable."
1430,DB12190,Faropenem,[H][C@]12SC([C@H]3CCCO3)=C(N1C(=O)[C@@H]2[C@@H](C)O)C(O)=O,"Faropenem (DrugBank DB12190) is an orally active beta-lactam antibacterial of the penem class, structurally characterized by a fused bicyclic beta-lactam-thiazoline-like core typical of penems, with a trans-hydroxyethyl substituent and sulfur-containing unsaturation that confers stability to many beta-lactamases and broad antibacterial activity; its chemical category is therefore a penem/beta-lactam antibiotic, and its core scaffold is the carbapenem-like penem bicyclic nucleus. It is structurally and pharmacologically similar to other beta-lactams, especially oral penems and carbapenem-related agents such as tebipenem, imipenem, meropenem, and ertapenem, though faropenem is distinguished by oral bioavailability. Its antibacterial targets are bacterial penicillin-binding proteins, particularly transpeptidases involved in peptidoglycan cross-linking, leading to inhibition of cell-wall synthesis and bacterial death. Pharmacokinetically, faropenem is absorbed orally as the active drug or prodrug form depending on formulation, achieves useful plasma and tissue levels in respiratory and urinary compartments, shows modest protein binding, undergoes limited metabolism with hydrolytic opening of the beta-lactam ring, and is eliminated primarily via renal excretion of parent drug and metabolites. It is indicated for susceptible community-acquired infections such as acute bacterial sinusitis, otitis media, pharyngotonsillitis, bronchitis, pneumonia, skin and soft-tissue infection, and urinary tract infection. Adverse effects are similar to other beta-lactams and include diarrhea, nausea, abdominal discomfort, rash, candidiasis, and transient liver enzyme elevations; toxicities include hypersensitivity reactions up to anaphylaxis, Clostridioides difficile-associated diarrhea, rare seizures in predisposed patients or renal impairment, and selection of resistant organisms. Clinically, it has been used as an oral step-down or outpatient option for respiratory, urogenital, and skin infections caused by susceptible streptococci, staphylococci, Enterobacterales, and some anaerobes."
1431,DB12212,Landiolol,CC1(C)OC[C@@H](COC(=O)CCC2=CC=C(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)C=C2)O1,"Landiolol (DB12212) is an ultra-short-acting, highly cardioselective beta-adrenergic receptor antagonist whose structure is built on the classic aryloxypropanolamine beta-blocker pharmacophore, featuring an aromatic ether linked to a chiral propanolamine side chain and an ester-containing substituent that confers rapid hydrolysis; chemically it is categorized as an esterified phenoxypropanolamine and its core scaffold is closely related to esmolol-like short-acting beta-blockers. Similar drugs include esmolol, another ultra-short-acting intravenous beta1-selective blocker, as well as more conventional beta1-selective agents such as metoprolol and bisoprolol, though landiolol is generally more beta1-selective and shorter acting. Its principal targets are beta1-adrenergic receptors in the heart, with much weaker activity at beta2 receptors, producing negative chronotropic and modest negative inotropic effects. Pharmacokinetically, landiolol is administered intravenously because it is intended for rapid titration in acute care; it has immediate systemic availability, a very small effective half-life of only a few minutes, limited tissue persistence, and is rapidly metabolized mainly by plasma and hepatic esterases to inactive metabolites that are then excreted predominantly in urine. Toxicity is largely an extension of pharmacology and includes excessive bradycardia, hypotension, atrioventricular block, reduced cardiac output, and potential worsening of acute heart failure or shock, with bronchospasm possible but less prominent than with nonselective beta-blockers. Clinically, it is used for rapid rate control in supraventricular tachyarrhythmias, especially atrial fibrillation, atrial flutter, perioperative tachycardia, and critical-care tachyarrhythmias, where adverse effects commonly include bradycardia, hypotension, dizziness, and injection-site reactions."
1432,DB12214,Luseogliflozin,CCOC1=CC=C(CC2=CC([C@@H]3S[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(OC)C=C2C)C=C1,"Luseogliflozin (DB12214) is an orally active C-aryl glucoside sodium-glucose cotransporter 2 inhibitor characterized structurally by a glucose-like polyhydroxylated sugar core linked through a metabolically stable carbon-carbon bond to a substituted aromatic heterocyclic aglycone, giving it the typical SGLT2-inhibitor pharmacophore of a hydrophilic glucoside headgroup and lipophilic aryl scaffold; chemically it belongs to the antidiabetic gliflozin class, and its core scaffold is a C-glucoside biaryl/heteroaryl motif closely related to other SGLT2 inhibitors such as dapagliflozin, empagliflozin, canagliflozin, tofogliflozin, and ipragliflozin. Its principal target protein is SLC5A2, the renal SGLT2 transporter in the proximal tubule, with much weaker activity at SLC5A1/SGLT1, leading to reduced renal glucose reabsorption, increased urinary glucose excretion, and improvement in hyperglycemia in type 2 diabetes mellitus. After oral administration it is well absorbed, reaches peak plasma concentrations within hours, is substantially protein bound, distributes systemically without unusual tissue sequestration, undergoes mainly hepatic biotransformation including oxidation and conjugative pathways, and is eliminated via both urine and feces as parent drug and metabolites, with a half-life compatible with once-daily dosing. Toxicities and adverse effects are broadly class-related and include osmotic diuresis, volume depletion, hypotension, genital mycotic infection, urinary tract infection, pollakiuria, thirst, mild renal function changes, and occasional hypoglycemia when combined with insulin or sulfonylureas; rare but important risks include ketoacidosis and dehydration. Clinically, luseogliflozin is used as monotherapy or in combination regimens for type 2 diabetes, especially in patients with inadequate glycemic control, and may be particularly useful when reduction in fasting glucose, HbA1c, body weight, or blood pressure is desired."
1433,DB12230,Bunazosin,CCCC(=O)N1CCCN(CC1)C1=NC(N)=C2C=C(OC)C(OC)=CC2=N1,"Bunazosin (DrugBank DB12230) is a quinazoline-based antihypertensive and ophthalmic alpha-adrenergic antagonist whose structure is centered on a 6,7-dimethoxyquinazoline aromatic heterobicycle linked through a piperazine spacer to a benzyl-type lipophilic moiety, placing it in the arylpiperazine/quinazoline class and giving it the same core scaffold seen in selective alpha1-adrenoceptor blockers such as prazosin, terazosin, doxazosin, and related congeners including alfuzosin. Its principal known targets are alpha1-adrenergic receptor subtypes, especially ADRA1A, ADRA1B, and ADRA1D, where antagonism reduces sympathetic vasoconstriction and can also lower intraocular pressure. Pharmacokinetically, bunazosin is administered orally and topically, is absorbed sufficiently to produce systemic alpha-blockade after oral use, distributes into vascular smooth muscle and ocular tissues, is expected to show moderate protein binding and hepatic biotransformation typical of quinazoline alpha1-blockers, and is eliminated through combined biliary/fecal and renal routes as parent drug and metabolites, although detailed human ADME datasets are limited in the open literature. Toxicity is dominated by exaggerated pharmacology, including orthostatic hypotension, dizziness, syncope, reflex tachycardia, headache, nasal congestion, and fatigue, with overdose potentially causing profound hypotension. Therapeutically it has been used mainly for hypertension and in ophthalmology for glaucoma or ocular hypertension, with clinical use exemplified by blood-pressure reduction through peripheral vasodilation and topical reduction of elevated intraocular pressure. Adverse effects also include palpitations, weakness, and occasional gastrointestinal discomfort, consistent with the alpha1-blocker class."
1434,DB12233,Iguratimod,CS(=O)(=O)NC1=CC2=C(C=C1OC1=CC=CC=C1)C(=O)C(NC=O)=CO2,"Iguratimod (DB12233) is a synthetic small-molecule antirheumatic drug built around a substituted benzamide/methanesulfonanilide-like framework, characterized structurally by an aromatic amide linked to a heteroaromatic ring and further decorated with a sulfonyl-substituted phenyl moiety, giving a relatively rigid, lipophilic, nonbiologic scaffold suited to oral immunomodulation; chemically it is generally classified as a conventional disease-modifying antirheumatic drug and anti-inflammatory aromatic sulfonamide-related compound, with a central diaryl amide scaffold that distinguishes it from biologic DMARDs but places it conceptually near other synthetic immunomodulators such as leflunomide, methotrexate, sulfasalazine, tofacitinib, and other csDMARD or targeted synthetic DMARD comparators used in rheumatoid arthritis. Pharmacologically, iguratimod suppresses inflammatory cytokine production and immunoglobulin synthesis, with reported effects on NF-kappaB-related signaling and downstream mediators including IL6, TNF, IL1beta, COX-2/PTGS2, and RANKL/TNFSF11-associated osteoclastogenic pathways rather than a single highly selective receptor target. After oral administration it is absorbed systemically, shows moderate protein binding, distributes into inflamed synovial compartments, undergoes predominantly hepatic metabolism including oxidation and conjugative pathways, and is eliminated through both urine and feces with a half-life compatible with chronic twice-daily dosing in some regimens. It is indicated mainly for rheumatoid arthritis, especially active disease with joint pain, swelling, stiffness, and progressive structural damage, and has also been studied in other autoimmune or inflammatory disorders. Adverse effects commonly include gastrointestinal upset, nausea, abdominal discomfort, diarrhea, dizziness, rash, stomatitis, and liver enzyme elevation, while important toxicities include hepatotoxicity, leukopenia or other cytopenias, proteinuria, and rare serious hypersensitivity or interstitial lung events, so clinical use centers on monitored long-term oral DMARD therapy, often alone or combined with methotrexate or other antirheumatic agents in patients needing steroid-sparing control of synovitis and inhibition of radiographic progression."
1435,DB12235,Estetrol,[H][C@@]12[C@@H](O)[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],"Estetrol (DrugBank DB12235) is a native human fetal estrogen characterized structurally as a steroidal estrane with the classical four-ring cyclopentanoperhydrophenanthrene nucleus and multiple hydroxyl substituents, notably a phenolic A-ring hydroxyl and additional hydroxylation on the D-ring side of the scaffold, giving a polyhydroxylated estrogen profile distinct from estradiol and ethinyl estradiol; chemically it belongs to the natural estrogen class and more specifically a fetal steroid hormone, built on an estrane estrogen scaffold. Similar drugs include estradiol, estriol, conjugated estrogens, and ethinyl estradiol, although estetrol is differentiated by high oral bioavailability, relative metabolic stability, and weaker hepatic stimulation. Its principal targets are estrogen receptor alpha and estrogen receptor beta, through which it exerts tissue-selective estrogenic effects. Pharmacokinetically, estetrol is orally active, absorbed efficiently, shows limited cytochrome P450 involvement, relatively low plasma protein binding compared with some estrogens, metabolism mainly by phase II conjugation to glucuronides and sulfates, and elimination predominantly in urine with a terminal half-life supportive of once-daily dosing. Toxicity is broadly estrogen-related; major concerns include venous thromboembolism risk, cholestatic or hepatic effects, endometrial stimulation when inadequately opposed, and potential reproductive or developmental hazards in inappropriate populations, though available data suggest a comparatively modest hepatic coagulation impact versus ethinyl estradiol. It is used mainly in combined oral contraception, for example with drospirenone, and has also been investigated for menopausal symptoms such as vasomotor instability and vulvovaginal atrophy. Common adverse effects include irregular uterine bleeding, headache, nausea, breast tenderness, dysmenorrhea, mood changes, and acne, while clinical use centers on oral contraceptive therapy and potentially estrogen replacement settings."
1436,DB12243,Edaravone,CC1=NN(C(=O)C1)C1=CC=CC=C1,"Edaravone (DB12243) is a small, lipophilic synthetic antioxidant built on a 2-pyrazolin-5-one/pyrazolone core, specifically a substituted five-membered diazolone ring bearing a phenyl group and keto-enol tautomerism that supports facile electron donation and free-radical trapping; chemically it is classified as a pyrazolone derivative and free-radical scavenger, with a phenyl-pyrazolone scaffold shared in a broad sense with other pyrazolone drugs, while functionally similar neuroprotective or antioxidant comparators include riluzole, tirilazad, N-acetylcysteine, and dexpramipexole. Its pharmacology is driven less by a single high-affinity receptor than by quenching hydroxyl radical, peroxyl radical, and lipid peroxide species, thereby reducing oxidative injury to membranes, endothelium, and neurons; reported pathway-level targets affected include myeloperoxidase, lipoxygenase-linked lipid peroxidation systems, and oxidative stress signaling rather than a uniquely defined canonical protein target. After intravenous administration, absorption is complete, distribution is rapid into extracellular fluids and tissues including the CNS, protein binding is moderate, metabolism occurs mainly by hepatic and extrahepatic conjugation to sulfate and glucuronide metabolites, and elimination is predominantly renal as metabolites with a short parent half-life. Toxicities include hypersensitivity and anaphylactoid reactions, sulfite-associated bronchospasm in susceptible patients, hepatic enzyme elevation, renal dysfunction, and infusion-related effects. Approved and established clinical use includes amyotrophic lateral sclerosis to slow functional decline and acute ischemic stroke in some markets to limit oxidative neuronal damage; common adverse effects include contusion, gait disturbance, headache, dermatitis, eczema, fatigue, and abnormal liver tests."
1437,DB12245,Triclabendazole,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,"Triclabendazole (DrugBank DB12245) is a halogenated benzimidazole anthelmintic whose structure consists of a benzimidazole core bearing a thioether-linked chlorophenoxy substituent and additional chloro substitution, giving a lipophilic aromatic heterocycle optimized for trematode activity; chemically it belongs to the benzimidazole carbamate-related flukicidal class, although it is structurally distinguished from many nematocidal benzimidazoles by its substituted phenoxy methylthio scaffold, with the benzimidazole nucleus serving as the key pharmacophore. Similar drugs include albendazole, mebendazole, fenbendazole, thiabendazole, and other flukicides such as bithionol, though triclabendazole is notably more active against Fasciola species. After oral administration it is absorbed better with food, widely distributed, and rapidly oxidized in the liver to the pharmacologically important sulfoxide and sulfone metabolites; elimination is primarily biliary and fecal, with limited renal excretion. Its precise targets are not fully resolved, but benzimidazole-sensitive beta-tubulin and other parasite cytoskeletal or tegumental processes are implicated, with disruption of microtubule-dependent function proposed. It is indicated mainly for fascioliasis caused by Fasciola hepatica and Fasciola gigantica, including hepatic and biliary disease manifestations such as abdominal pain, fever, eosinophilia, and obstructive symptoms, and has also been used for other susceptible trematode infections. Adverse effects are often mild and partly disease-related, including biliary colic, abdominal pain, nausea, vomiting, headache, dizziness, pruritus, urticaria, and transient liver enzyme elevations; toxicity is generally limited at therapeutic doses, but hepatobiliary reactions and inflammatory responses from dying parasites can occur, so clinical use centers on oral treatment of confirmed or suspected fascioliasis in adults and children, often as a short-course regimen with follow-up parasitologic and hepatic assessment."
